PONTOS,Indice,DATA,HORARIO,NOME DA EMBARCACAO,COMPRIMENTO DO TRECHO,DURACAO DO TRECHO,VELOCIDADE,PERCURSO DO TRECHO,LATITUDE,LOGITUDE,MARE,TRAJETO
3452,3452,2013-06-10,15:17:32,MONIQUE,0.003,00:00:01,13.0,358.7° ,-10.983083333333333,-37.01165,1,1.0
3453,3453,2013-06-10,15:17:33,MONIQUE,0.006,00:00:02,13.0,352.2° ,-10.98305,-37.01165,1,1.0
3454,3454,2013-06-10,15:17:35,MONIQUE,0.006,00:00:01,11.0,357.1° ,-10.983,-37.01166666666666,1,1.0
3455,3455,2013-06-10,15:17:36,MONIQUE,0.013,00:00:01,11.0,4.8° ,-10.982966666666666,-37.01166666666666,1,1.0
3456,3456,2013-06-10,15:17:37,MONIQUE,0.004,00:00:01,12.0,9.3° ,-10.982933333333333,-37.01166666666666,1,1.0
3457,3457,2013-06-10,15:17:38,MONIQUE,0.009,00:00:01,13.0,9.4° ,-10.982916666666666,-37.01165,1,1.0
3458,3458,2013-06-10,15:17:39,MONIQUE,0.003,00:00:01,13.0,7.6° ,-10.982883333333334,-37.01165,1,1.0
3459,3459,2013-06-10,15:17:40,MONIQUE,0.011,00:00:01,13.0,2.9° ,-10.98285,-37.01165,1,1.0
3460,3460,2013-06-10,15:17:41,MONIQUE,0.01,00:00:01,14.0,357.8° ,-10.982816666666666,-37.01165,1,1.0
3461,3461,2013-06-10,15:17:42,MONIQUE,0.003,00:00:01,13.0,358.9° ,-10.982783333333334,-37.01165,1,1.0
3462,3462,2013-06-10,15:17:43,MONIQUE,0.003,00:00:07,13.0,358.1° ,-10.98275,-37.01165,1,1.0
3463,3463,2013-06-10,15:17:50,MONIQUE,0.003,00:00:02,13.0,7.3° ,-10.982516666666667,-37.01165,1,1.0
3464,3464,2013-06-10,15:17:52,MONIQUE,0.018,00:00:01,11.0,3.3° ,-10.98245,-37.01165,1,1.0
3465,3465,2013-06-10,15:17:53,MONIQUE,0.003,00:00:08,12.0,3.3° ,-10.982433333333333,-37.01165,1,1.0
3466,3466,2013-06-10,15:18:01,MONIQUE,0.003,00:00:02,14.0,356.2° ,-10.982183333333333,-37.011633333333336,1,1.0
3467,3467,2013-06-10,15:18:03,MONIQUE,0.021,00:00:02,13.0,13.4° ,-10.982116666666666,-37.011633333333336,1,1.0
3468,3468,2013-06-10,15:18:05,MONIQUE,0.014,00:00:01,12.0,20.1° ,-10.98205,-37.01161666666667,1,1.0
3469,3469,2013-06-10,15:18:06,MONIQUE,0.003,00:00:01,12.0,22.9° ,-10.982016666666667,-37.01161666666667,1,1.0
3470,3470,2013-06-10,15:18:07,MONIQUE,0.006,00:00:02,11.0,24.1° ,-10.982,-37.0116,1,1.0
3471,3471,2013-06-10,15:18:09,MONIQUE,0.003,00:00:02,11.0,3.2° ,-10.981933333333334,-37.01156666666667,1,1.0
3472,3472,2013-06-10,15:18:11,MONIQUE,0.008,00:00:03,15.0,0.7° ,-10.981883333333334,-37.01156666666667,1,1.0
3473,3473,2013-06-10,15:18:14,MONIQUE,0.003,00:00:01,13.0,13.8° ,-10.981766666666667,-37.01156666666667,1,1.0
3474,3474,2013-06-10,15:18:15,MONIQUE,0.009,00:00:03,11.0,34.6° ,-10.981733333333333,-37.01156666666667,1,1.0
3475,3475,2013-06-10,15:18:18,MONIQUE,0.003,00:00:01,11.0,29.1° ,-10.981666666666667,-37.011516666666665,1,1.0
3476,3476,2013-06-10,15:18:19,MONIQUE,0.029,00:00:03,14.0,11.3° ,-10.98165,-37.0115,1,1.0
3477,3477,2013-06-10,15:18:22,MONIQUE,0.006,00:00:03,12.0,28.3° ,-10.98155,-37.01148333333333,1,1.0
3478,3478,2013-06-10,15:18:25,MONIQUE,0.003,00:00:01,11.0,38.8° ,-10.981466666666666,-37.011433333333336,1,1.0
3479,3479,2013-06-10,15:18:26,MONIQUE,0.011,00:00:01,12.0,29.4° ,-10.98145,-37.01141666666667,1,1.0
3480,3480,2013-06-10,15:18:27,MONIQUE,0.003,00:00:01,12.0,25.1° ,-10.981416666666666,-37.0114,1,1.0
3481,3481,2013-06-10,15:18:28,MONIQUE,0.006,00:00:06,11.0,24.2° ,-10.981383333333333,-37.011383333333335,1,1.0
3482,3482,2013-06-10,15:18:34,MONIQUE,0.005,00:00:01,10.0,31.5° ,-10.981233333333334,-37.011316666666666,1,1.0
3483,3483,2013-06-10,15:18:35,MONIQUE,0.003,00:00:01,11.0,30.0° ,-10.981216666666667,-37.0113,1,1.0
3484,3484,2013-06-10,15:18:36,MONIQUE,0.009,00:00:07,11.0,27.6° ,-10.9812,-37.0113,1,1.0
3485,3485,2013-06-10,15:18:43,MONIQUE,0.078,00:00:05,10.0,18.9° ,-10.981033333333333,-37.0112,1,1.0
3486,3486,2013-06-10,15:18:48,MONIQUE,0.065,00:00:01,11.0,6.5° ,-10.9809,-37.01116666666667,1,1.0
3487,3487,2013-06-10,15:18:49,MONIQUE,0.08,00:00:02,11.0,21.3° ,-10.980883333333333,-37.01116666666667,1,1.0
3488,3488,2013-06-10,15:18:51,MONIQUE,0.001,00:00:01,10.0,27.7° ,-10.980833333333333,-37.01113333333333,1,1.0
3489,3489,2013-06-10,15:18:52,MONIQUE,0.001,00:00:03,10.0,13.5° ,-10.9808,-37.01113333333333,1,1.0
3490,3490,2013-06-10,15:18:55,MONIQUE,0.039,00:00:01,11.0,7.2° ,-10.980733333333333,-37.011116666666666,1,1.0
3491,3491,2013-06-10,15:18:56,MONIQUE,0.04,00:00:03,11.0,10.5° ,-10.980716666666666,-37.0111,1,1.0
3492,3492,2013-06-10,15:18:59,MONIQUE,0.026,00:00:01,11.0,359.3° ,-10.980633333333333,-37.0111,1,1.0
3493,3493,2013-06-10,15:19:00,MONIQUE,0.038,00:00:10,11.0,8.8° ,-10.9806,-37.0111,1,1.0
3494,3494,2013-06-10,15:19:10,MONIQUE,0.054,00:00:02,10.0,9.9° ,-10.98035,-37.01105,1,1.0
3495,3495,2013-06-10,15:19:12,MONIQUE,0.075,00:00:01,11.0,10.0° ,-10.9803,-37.01105,1,1.0
3496,3496,2013-06-10,15:19:13,MONIQUE,0.061,00:00:03,13.0,355.9° ,-10.980266666666667,-37.01103333333333,1,1.0
3497,3497,2013-06-10,15:19:16,MONIQUE,0.101,00:00:01,12.0,358.2° ,-10.980166666666667,-37.01105,1,1.0
3498,3498,2013-06-10,15:19:17,MONIQUE,0.09,00:00:02,11.0,0.2° ,-10.980133333333333,-37.01105,1,1.0
3499,3499,2013-06-10,15:19:19,MONIQUE,0.128,00:00:02,10.0,5.7° ,-10.980083333333333,-37.01105,1,1.0
3500,3500,2013-06-10,15:19:21,MONIQUE,0.134,00:00:01,10.0,0.6° ,-10.980033333333333,-37.01103333333333,1,1.0
3501,3501,2013-06-10,15:19:22,MONIQUE,0.109,00:00:03,10.0,347.5° ,-10.980016666666666,-37.01103333333333,1,1.0
3502,3502,2013-06-10,15:19:25,MONIQUE,0.129,00:00:24,12.0,346.1° ,-10.979933333333333,-37.01105,1,1.0
3503,3503,2013-06-10,15:19:49,MONIQUE,0.105,00:00:23,10.0,19.9° ,-10.97925,-37.01123333333334,1,1.0
3504,3504,2013-06-10,15:20:12,MONIQUE,0.112,00:00:36,8.0,31.4° ,-10.9787,-37.01103333333333,1,1.0
3505,3505,2013-06-10,15:20:48,MONIQUE,0.105,00:00:01,5.0,36.0° ,-10.978083333333334,-37.01065,1,1.0
3506,3506,2013-06-10,15:20:49,MONIQUE,0.103,00:00:01,5.0,45.9° ,-10.978083333333334,-37.01063333333333,1,1.0
3507,3507,2013-06-10,15:20:50,MONIQUE,0.12,00:00:29,5.0,73.4° ,-10.978066666666667,-37.01063333333333,1,1.0
3508,3508,2013-06-10,15:21:19,MONIQUE,0.133,00:00:38,3.8,93.2° ,-10.977966666666667,-37.010283333333334,1,1.0
3509,3509,2013-06-10,15:21:57,MONIQUE,0.119,00:00:23,4.0,161.6° ,-10.977983333333333,-37.00991666666667,1,1.0
3510,3510,2013-06-10,15:22:20,MONIQUE,0.113,00:00:29,5.0,239.4° ,-10.978216666666667,-37.00985,1,1.0
3511,3511,2013-06-10,15:22:49,MONIQUE,0.105,00:00:25,8.0,305.5° ,-10.978383333333333,-37.01015,1,1.0
3512,3512,2013-06-10,15:23:14,MONIQUE,0.128,00:00:28,10.0,282.0° ,-10.9781,-37.01055,1,1.0
3513,3513,2013-06-10,15:23:42,MONIQUE,0.118,00:00:24,9.0,296.7° ,-10.977966666666667,-37.01121666666667,1,1.0
3514,3514,2013-06-10,15:24:06,MONIQUE,0.117,00:00:33,11.0,294.8° ,-10.977716666666666,-37.011716666666665,1,1.0
3515,3515,2013-06-10,15:24:39,MONIQUE,0.122,00:00:26,12.0,293.2° ,-10.977333333333334,-37.012566666666665,1,1.0
3516,3516,2013-06-10,15:25:05,MONIQUE,0.104,00:00:29,16.0,288.5° ,-10.977016666666668,-37.01331666666667,1,1.0
3517,3517,2013-06-10,15:25:34,MONIQUE,0.008,00:00:33,15.0,285.0° ,-10.97665,-37.01441666666667,1,1.0
3518,3518,2013-06-10,15:26:07,MONIQUE,0.003,00:00:25,16.0,290.5° ,-10.97635,-37.015616666666666,1,1.0
3519,3519,2013-06-10,15:26:32,MONIQUE,0.018,00:00:30,15.0,296.0° ,-10.976,-37.01655,1,1.0
3520,3520,2013-06-10,15:27:02,MONIQUE,0.027,00:00:27,14.0,294.8° ,-10.9755,-37.0176,1,1.0
3521,3521,2013-06-10,15:27:29,MONIQUE,0.005,00:00:24,17.0,278.2° ,-10.9751,-37.01846666666667,1,1.0
3522,3522,2013-06-10,15:27:53,MONIQUE,0.019,00:00:24,16.0,289.1° ,-10.974966666666667,-37.01948333333333,1,1.0
3523,3523,2013-06-10,15:28:17,MONIQUE,0.013,00:00:24,15.0,292.1° ,-10.97465,-37.020383333333335,1,1.0
3524,3524,2013-06-10,15:28:41,MONIQUE,0.003,00:00:28,15.0,275.3° ,-10.9743,-37.02126666666667,1,1.0
3525,3525,2013-06-10,15:29:09,MONIQUE,0.03,00:00:33,15.0,285.2° ,-10.9742,-37.02236666666667,1,1.0
3526,3526,2013-06-10,15:29:42,MONIQUE,0.006,00:00:31,14.0,284.7° ,-10.973883333333333,-37.02353333333333,1,1.0
3527,3527,2013-06-10,15:30:13,MONIQUE,0.003,00:00:32,13.0,295.3° ,-10.973616666666667,-37.02458333333333,1,1.0
3528,3528,2013-06-10,15:30:45,MONIQUE,0.043,00:00:31,12.0,298.5° ,-10.973183333333333,-37.02551666666667,1,1.0
3529,3529,2013-06-10,15:31:16,MONIQUE,0.013,00:00:37,12.0,290.0° ,-10.972733333333334,-37.02636666666667,1,1.0
3530,3530,2013-06-10,15:31:53,MONIQUE,0.058,00:00:34,12.0,293.0° ,-10.97235,-37.02746666666667,1,1.0
3531,3531,2013-06-10,15:32:27,MONIQUE,0.076,00:00:34,12.0,301.1° ,-10.971933333333334,-37.02845,1,1.0
3532,3532,2013-06-10,15:33:01,MONIQUE,0.053,00:00:36,12.0,317.9° ,-10.971383333333334,-37.029383333333335,1,1.0
3533,3533,2013-06-10,15:33:37,MONIQUE,0.008,00:00:34,11.0,327.9° ,-10.970583333333334,-37.030116666666665,1,1.0
3534,3534,2013-06-10,15:34:11,MONIQUE,0.003,00:00:03,10.0,345.3° ,-10.969783333333334,-37.030633333333334,1,1.0
3535,3535,2013-06-10,15:34:14,MONIQUE,0.007,00:00:01,9.0,344.8° ,-10.969716666666667,-37.03065,1,1.0
3536,3536,2013-06-10,15:34:15,MONIQUE,0.012,00:00:07,9.0,349.2° ,-10.969683333333334,-37.03065,1,1.0
3537,3537,2013-06-10,15:34:22,MONIQUE,0.007,00:00:10,10.0,332.4° ,-10.969533333333333,-37.030683333333336,1,1.0
3538,3538,2013-06-10,15:34:32,MONIQUE,0.041,00:00:02,10.0,323.1° ,-10.969316666666666,-37.0308,1,1.0
3539,3539,2013-06-10,15:34:34,MONIQUE,0.034,00:00:07,10.0,318.3° ,-10.969283333333333,-37.030833333333334,1,1.0
3540,3540,2013-06-10,15:34:41,MONIQUE,0.008,00:00:05,9.0,313.1° ,-10.96915,-37.03095,1,1.0
3541,3541,2013-06-10,15:34:46,MONIQUE,0.015,00:00:01,10.0,312.1° ,-10.969066666666667,-37.03103333333333,1,1.0
3542,3542,2013-06-10,15:34:47,MONIQUE,0.018,00:00:11,10.0,312.0° ,-10.96905,-37.03105,1,1.0
3543,3543,2013-06-10,15:34:58,MONIQUE,0.003,00:00:02,10.0,310.2° ,-10.968883333333334,-37.03125,1,1.0
3544,3544,2013-06-10,15:35:00,MONIQUE,0.008,00:00:01,9.0,308.7° ,-10.96885,-37.031283333333334,1,1.0
3545,3545,2013-06-10,15:35:01,MONIQUE,0.004,00:00:16,10.0,306.7° ,-10.968833333333333,-37.03131666666667,1,1.0
3546,3546,2013-06-10,15:35:17,MONIQUE,0.004,00:00:05,10.0,309.4° ,-10.9686,-37.03163333333333,1,1.0
3547,3547,2013-06-10,15:35:22,MONIQUE,0.004,00:00:18,12.0,324.3° ,-10.968516666666666,-37.03171666666667,1,1.0
3548,3548,2013-06-10,15:35:40,MONIQUE,0.046,00:00:22,12.0,318.6° ,-10.9681,-37.03203333333333,1,1.0
3549,3549,2013-06-10,15:36:02,MONIQUE,0.008,00:00:15,13.0,315.1° ,-10.9676,-37.03248333333333,1,1.0
3550,3550,2013-06-10,15:36:17,MONIQUE,0.004,00:00:02,14.0,318.0° ,-10.96725,-37.032833333333336,1,1.0
3551,3551,2013-06-10,15:36:19,MONIQUE,0.016,00:00:01,13.0,317.7° ,-10.9672,-37.03288333333333,1,1.0
3552,3552,2013-06-10,15:36:20,MONIQUE,0.043,00:00:02,12.0,317.4° ,-10.967183333333333,-37.0329,1,1.0
3553,3553,2013-06-10,15:36:22,MONIQUE,0.004,00:00:03,15.0,314.8° ,-10.967133333333333,-37.03293333333333,1,1.0
3554,3554,2013-06-10,15:36:25,MONIQUE,0.133,00:00:02,13.0,314.0° ,-10.967066666666666,-37.03301666666667,1,1.0
3555,3555,2013-06-10,15:36:27,MONIQUE,0.023,00:00:11,14.0,316.5° ,-10.967016666666666,-37.03306666666667,1,1.0
3556,3556,2013-06-10,15:36:38,MONIQUE,0.008,00:00:09,13.0,322.1° ,-10.96675,-37.03333333333333,1,1.0
3557,3557,2013-06-10,15:36:47,MONIQUE,0.016,00:00:02,14.0,318.8° ,-10.9665,-37.033516666666664,1,1.0
3558,3558,2013-06-10,15:36:49,MONIQUE,0.019,00:00:04,13.0,322.5° ,-10.96645,-37.033566666666665,1,1.0
3559,3559,2013-06-10,15:36:53,MONIQUE,0.013,00:00:05,13.0,315.8° ,-10.96635,-37.03365,1,1.0
3560,3560,2013-06-10,15:36:58,MONIQUE,0.004,00:00:01,12.0,315.4° ,-10.966233333333333,-37.033766666666665,1,1.0
3561,3561,2013-06-10,15:36:59,MONIQUE,0.011,00:00:02,14.0,311.9° ,-10.966216666666666,-37.03378333333333,1,1.0
3562,3562,2013-06-10,15:37:01,MONIQUE,0.008,00:00:01,15.0,313.5° ,-10.966166666666666,-37.033833333333334,1,1.0
3563,3563,2013-06-10,15:37:02,MONIQUE,0.004,00:00:01,14.0,312.1° ,-10.966133333333334,-37.03386666666667,1,1.0
3564,3564,2013-06-10,15:37:03,MONIQUE,0.013,00:00:01,13.0,308.0° ,-10.966116666666666,-37.033883333333335,1,1.0
3565,3565,2013-06-10,15:37:04,MONIQUE,0.004,00:00:12,14.0,313.5° ,-10.9661,-37.03391666666667,1,1.0
3566,3566,2013-06-10,15:37:16,MONIQUE,0.004,00:00:02,15.0,315.1° ,-10.9658,-37.034216666666666,1,1.0
3567,3567,2013-06-10,15:37:18,MONIQUE,0.004,00:00:01,15.0,320.2° ,-10.96575,-37.034283333333335,1,1.0
3568,3568,2013-06-10,15:37:19,MONIQUE,0.004,00:00:04,15.0,321.8° ,-10.965733333333333,-37.0343,1,1.0
3569,3569,2013-06-10,15:37:23,MONIQUE,0.004,00:00:11,14.0,327.5° ,-10.965616666666667,-37.0344,1,1.0
3570,3570,2013-06-10,15:37:34,MONIQUE,0.004,00:00:01,15.0,329.0° ,-10.965283333333334,-37.0346,1,1.0
3571,3571,2013-06-10,15:37:35,MONIQUE,0.003,00:00:34,14.0,329.6° ,-10.96525,-37.034616666666665,1,1.0
3572,3572,2013-06-10,15:38:09,MONIQUE,0.065,00:00:06,14.0,321.7° ,-10.964233333333333,-37.03523333333333,1,1.0
3573,3573,2013-06-10,15:38:15,MONIQUE,0.02,00:00:02,15.0,320.2° ,-10.964066666666668,-37.03536666666667,1,1.0
3574,3574,2013-06-10,15:38:17,MONIQUE,0.008,00:00:04,15.0,319.0° ,-10.964,-37.03541666666667,1,1.0
3575,3575,2013-06-10,15:38:21,MONIQUE,0.004,00:00:05,14.0,323.6° ,-10.9639,-37.035516666666666,1,1.0
3576,3576,2013-06-10,15:38:26,MONIQUE,0.008,00:00:03,15.0,320.8° ,-10.96375,-37.03561666666667,1,1.0
3577,3577,2013-06-10,15:38:29,MONIQUE,0.004,00:00:01,14.0,323.4° ,-10.963666666666667,-37.0357,1,1.0
3578,3578,2013-06-10,15:38:30,MONIQUE,0.004,00:00:03,13.0,323.2° ,-10.963633333333334,-37.035716666666666,1,1.0
3579,3579,2013-06-10,15:38:33,MONIQUE,0.011,00:00:02,14.0,318.7° ,-10.963566666666667,-37.03576666666667,1,1.0
3580,3580,2013-06-10,15:38:35,MONIQUE,0.004,00:00:01,15.0,318.0° ,-10.963516666666667,-37.03581666666667,1,1.0
3581,3581,2013-06-10,15:38:36,MONIQUE,0.008,00:00:03,15.0,316.7° ,-10.963483333333333,-37.03585,1,1.0
3582,3582,2013-06-10,15:38:39,MONIQUE,0.027,00:00:01,15.0,321.8° ,-10.9634,-37.035916666666665,1,1.0
3583,3583,2013-06-10,15:38:40,MONIQUE,0.008,00:00:01,15.0,319.9° ,-10.963366666666667,-37.03595,1,1.0
3584,3584,2013-06-10,15:38:41,MONIQUE,0.004,00:00:01,14.0,318.5° ,-10.96335,-37.03596666666667,1,1.0
3585,3585,2013-06-10,15:38:42,MONIQUE,0.004,00:00:01,13.0,318.9° ,-10.963316666666667,-37.036,1,1.0
3586,3586,2013-06-10,15:38:43,MONIQUE,0.012,00:00:01,13.0,315.1° ,-10.9633,-37.03601666666667,1,1.0
3587,3587,2013-06-10,15:38:44,MONIQUE,0.004,00:00:01,13.0,316.2° ,-10.963266666666666,-37.03605,1,1.0
3588,3588,2013-06-10,15:38:45,MONIQUE,0.004,00:00:01,13.0,323.8° ,-10.96325,-37.03606666666666,1,1.0
3589,3589,2013-06-10,15:38:46,MONIQUE,0.008,00:00:17,14.0,322.3° ,-10.963216666666666,-37.03608333333333,1,1.0
3590,3590,2013-06-10,15:39:03,MONIQUE,0.004,00:00:05,14.0,331.0° ,-10.96275,-37.03645,1,1.0
3591,3591,2013-06-10,15:39:08,MONIQUE,0.004,00:00:02,15.0,335.7° ,-10.9626,-37.03653333333333,1,1.0
3592,3592,2013-06-10,15:39:10,MONIQUE,0.013,00:00:01,14.0,338.7° ,-10.962533333333333,-37.036566666666666,1,1.0
3593,3593,2013-06-10,15:39:11,MONIQUE,0.024,00:00:02,15.0,340.4° ,-10.9625,-37.03658333333333,1,1.0
3594,3594,2013-06-10,15:39:13,MONIQUE,0.012,00:00:01,14.0,341.4° ,-10.962433333333333,-37.0366,1,1.0
3595,3595,2013-06-10,15:39:14,MONIQUE,0.007,00:00:01,14.0,343.6° ,-10.9624,-37.03661666666667,1,1.0
3596,3596,2013-06-10,15:39:15,MONIQUE,0.004,00:00:03,14.0,340.8° ,-10.962366666666666,-37.036633333333334,1,1.0
3597,3597,2013-06-10,15:39:18,MONIQUE,0.005,00:00:01,14.0,338.2° ,-10.962266666666666,-37.03666666666667,1,1.0
3598,3598,2013-06-10,15:39:19,MONIQUE,0.009,00:00:02,14.0,341.5° ,-10.962233333333334,-37.03666666666667,1,1.0
3599,3599,2013-06-10,15:39:21,MONIQUE,0.012,00:00:06,16.0,340.2° ,-10.962166666666667,-37.0367,1,1.0
3600,3600,2013-06-10,15:39:27,MONIQUE,0.004,00:00:02,15.0,340.1° ,-10.96195,-37.03678333333333,1,1.0
3601,3601,2013-06-10,15:39:29,MONIQUE,0.004,00:00:01,14.0,349.1° ,-10.961866666666667,-37.0368,1,1.0
3602,3602,2013-06-10,15:39:30,MONIQUE,0.008,00:00:01,14.0,344.3° ,-10.961833333333333,-37.03681666666667,1,1.0
3603,3603,2013-06-10,15:39:31,MONIQUE,0.004,00:00:03,14.0,345.9° ,-10.9618,-37.03681666666667,1,1.0
3604,3604,2013-06-10,15:39:34,MONIQUE,0.138,00:00:01,15.0,343.0° ,-10.9617,-37.03685,1,1.0
3605,3605,2013-06-10,15:39:35,MONIQUE,0.126,00:00:01,15.0,345.6° ,-10.961666666666666,-37.03686666666667,1,1.0
3606,3606,2013-06-10,15:39:36,MONIQUE,0.004,00:00:02,15.0,344.4° ,-10.961633333333333,-37.03686666666667,1,1.0
3607,3607,2013-06-10,15:39:38,MONIQUE,0.085,00:00:01,15.0,341.1° ,-10.961566666666666,-37.036883333333336,1,1.0
3608,3608,2013-06-10,15:39:39,MONIQUE,0.004,00:00:01,15.0,342.9° ,-10.961533333333334,-37.0369,1,1.0
3609,3609,2013-06-10,15:39:40,MONIQUE,0.133,00:00:03,15.0,342.1° ,-10.961483333333334,-37.03691666666667,1,1.0
3610,3610,2013-06-10,15:39:43,MONIQUE,0.119,00:00:06,15.0,339.8° ,-10.961383333333334,-37.03695,1,1.0
3611,3611,2013-06-10,15:39:49,MONIQUE,0.176,00:00:03,14.0,335.3° ,-10.961183333333333,-37.03703333333333,1,1.0
3612,3612,2013-06-10,15:39:52,MONIQUE,0.151,00:00:02,13.0,337.2° ,-10.961083333333333,-37.03706666666667,1,1.0
3613,3613,2013-06-10,15:39:54,MONIQUE,0.169,00:00:01,14.0,335.6° ,-10.961016666666668,-37.0371,1,1.0
3614,3614,2013-06-10,15:39:55,MONIQUE,0.004,00:00:01,16.0,331.7° ,-10.960983333333333,-37.03711666666667,1,1.0
3615,3615,2013-06-10,15:39:56,MONIQUE,0.004,00:00:02,17.0,335.0° ,-10.96095,-37.03713333333334,1,1.0
3616,3616,2013-06-10,15:39:58,MONIQUE,0.033,00:00:03,15.0,340.8° ,-10.960883333333333,-37.037166666666664,1,1.0
3617,3617,2013-06-10,15:40:01,MONIQUE,0.043,00:00:01,14.0,342.8° ,-10.960766666666666,-37.0372,1,1.0
3618,3618,2013-06-10,15:40:02,MONIQUE,0.004,00:00:01,14.0,342.0° ,-10.960733333333334,-37.037216666666666,1,1.0
3619,3619,2013-06-10,15:40:03,MONIQUE,0.076,00:00:02,14.0,336.0° ,-10.9607,-37.03723333333333,1,1.0
3620,3620,2013-06-10,15:40:05,MONIQUE,0.055,00:00:01,15.0,329.3° ,-10.960633333333334,-37.03725,1,1.0
3621,3621,2013-06-10,15:40:06,MONIQUE,0.069,00:00:33,15.0,331.3° ,-10.960616666666667,-37.03726666666667,1,1.0
3622,3622,2013-06-10,15:40:39,MONIQUE,0.027,00:00:31,15.0,341.8° ,-10.959516666666667,-37.03788333333333,1,1.0
3623,3623,2013-06-10,15:41:10,MONIQUE,0.064,00:00:01,15.0,359.1° ,-10.95845,-37.03823333333333,1,1.0
3624,3624,2013-06-10,15:41:11,MONIQUE,0.008,00:00:21,14.0,349.9° ,-10.958416666666666,-37.03823333333333,1,1.0
3625,3625,2013-06-10,15:41:32,MONIQUE,0.004,00:00:01,14.0,345.1° ,-10.957666666666666,-37.038383333333336,1,1.0
3626,3626,2013-06-10,15:41:33,MONIQUE,0.009,00:00:33,15.0,349.3° ,-10.957633333333334,-37.038383333333336,1,1.0
3627,3627,2013-06-10,15:42:06,MONIQUE,0.034,00:00:30,14.0,344.9° ,-10.95645,-37.03861666666667,1,1.0
3628,3628,2013-06-10,15:42:36,MONIQUE,0.092,00:00:43,15.0,348.5° ,-10.955416666666666,-37.0389,1,1.0
3629,3629,2013-06-10,15:43:19,MONIQUE,0.03,00:00:36,15.0,353.8° ,-10.953866666666666,-37.03921666666667,1,1.0
3630,3630,2013-06-10,15:43:55,MONIQUE,0.013,00:00:41,15.0,353.3° ,-10.952516666666666,-37.039366666666666,1,1.0
3631,3631,2013-06-10,15:44:36,MONIQUE,0.009,00:00:01,16.0,357.2° ,-10.951016666666666,-37.03955,1,1.0
3632,3632,2013-06-10,15:44:37,MONIQUE,0.086,00:00:01,16.0,358.7° ,-10.950966666666666,-37.03955,1,1.0
3633,3633,2013-06-10,15:44:38,MONIQUE,0.004,00:00:08,15.0,1.7° ,-10.950933333333333,-37.03955,1,1.0
3634,3634,2013-06-10,15:44:46,MONIQUE,0.004,00:00:10,16.0,2.6° ,-10.950633333333334,-37.03953333333333,1,1.0
3635,3635,2013-06-10,15:44:56,MONIQUE,0.024,00:00:01,16.0,350.7° ,-10.950233333333333,-37.039516666666664,1,1.0
3636,3636,2013-06-10,15:44:57,MONIQUE,0.008,00:00:17,16.0,357.7° ,-10.9502,-37.03953333333333,1,1.0
3637,3637,2013-06-10,15:45:14,MONIQUE,0.004,00:00:13,15.0,4.0° ,-10.949516666666666,-37.03955,1,1.0
3638,3638,2013-06-10,15:45:27,MONIQUE,0.013,00:00:16,16.0,3.1° ,-10.949033333333333,-37.039516666666664,1,1.0
3639,3639,2013-06-10,15:45:43,MONIQUE,0.034,00:00:06,16.0,359.5° ,-10.9484,-37.03948333333334,1,1.0
3640,3640,2013-06-10,15:45:49,MONIQUE,0.046,00:00:15,15.0,0.7° ,-10.948166666666667,-37.03948333333334,1,1.0
3641,3641,2013-06-10,15:46:04,MONIQUE,0.004,00:00:02,15.0,7.5° ,-10.9476,-37.03948333333334,1,1.0
3642,3642,2013-06-10,15:46:06,MONIQUE,0.013,00:00:01,15.0,9.6° ,-10.947516666666667,-37.03946666666667,1,1.0
3643,3643,2013-06-10,15:46:07,MONIQUE,0.02,00:00:02,17.0,10.8° ,-10.947483333333333,-37.03946666666667,1,1.0
3644,3644,2013-06-10,15:46:09,MONIQUE,0.004,00:00:08,15.0,8.4° ,-10.9474,-37.03945,1,1.0
3645,3645,2013-06-10,15:46:17,MONIQUE,0.017,00:00:21,16.0,4.5° ,-10.9471,-37.0394,1,1.0
3646,3646,2013-06-10,15:46:38,MONIQUE,0.004,00:00:07,15.0,6.1° ,-10.946283333333334,-37.03933333333333,1,1.0
3647,3647,2013-06-10,15:46:45,MONIQUE,0.052,00:00:03,16.0,1.6° ,-10.946016666666667,-37.039316666666664,1,1.0
3648,3648,2013-06-10,15:46:48,MONIQUE,0.004,00:00:02,17.0,0.3° ,-10.9459,-37.0393,1,1.0
3649,3649,2013-06-10,15:46:50,MONIQUE,0.008,00:00:20,16.0,0.8° ,-10.945816666666667,-37.0393,1,1.0
3650,3650,2013-06-10,15:47:10,MONIQUE,0.004,00:00:01,16.0,9.4° ,-10.945033333333333,-37.0393,1,1.0
3651,3651,2013-06-10,15:47:11,MONIQUE,0.008,00:00:01,16.0,9.5° ,-10.945,-37.03928333333333,1,1.0
3652,3652,2013-06-10,15:47:12,MONIQUE,0.023,00:00:06,14.0,7.7° ,-10.94495,-37.03928333333333,1,1.0
3653,3653,2013-06-10,15:47:18,MONIQUE,0.026,00:00:02,15.0,4.9° ,-10.94475,-37.03925,1,1.0
3654,3654,2013-06-10,15:47:20,MONIQUE,0.013,00:00:01,15.0,5.8° ,-10.944666666666667,-37.03925,1,1.0
3655,3655,2013-06-10,15:47:21,MONIQUE,0.014,00:00:03,15.0,6.4° ,-10.944633333333334,-37.039233333333335,1,1.0
