PONTOS,Indice,DATA,HORARIO,NOME DA EMBARCACAO,COMPRIMENTO DO TRECHO,DURACAO DO TRECHO,VELOCIDADE,PERCURSO DO TRECHO,LATITUDE,LOGITUDE,MARE,TRAJETO
961,961,2013-06-10,13:27:32,MONIQUE,0.001,00:00:01,3.8,330.0° ,-11.096516666666666,-36.99605,1,1.0
962,962,2013-06-10,13:27:33,MONIQUE,0.004,00:00:01,1.7,343.3° ,-11.096516666666666,-36.99605,1,1.0
963,963,2013-06-10,13:27:34,MONIQUE,0.003,00:00:01,0.0,0.0° ,-11.0965,-36.99605,1,1.0
964,964,2013-06-10,13:27:35,MONIQUE,0.01,00:00:01,3.9,24.4° ,-11.0965,-36.99605,1,1.0
965,965,2013-06-10,13:27:36,MONIQUE,0.001,00:00:02,5.0,0.0° ,-11.0965,-36.99605,1,1.0
966,966,2013-06-10,13:27:38,MONIQUE,0.001,00:00:06,3.2,6.0° ,-11.096466666666666,-36.99605,1,1.0
967,967,2013-06-10,13:27:44,MONIQUE,0.001,00:00:01,3.7,16.2° ,-11.096416666666666,-36.99605,1,1.0
968,968,2013-06-10,13:27:45,MONIQUE,0.001,00:00:01,4.0,336.2° ,-11.096416666666666,-36.99605,1,1.0
969,969,2013-06-10,13:27:46,MONIQUE,0.001,00:00:01,3.7,326.1° ,-11.0964,-36.99605,1,1.0
970,970,2013-06-10,13:27:47,MONIQUE,0.001,00:00:01,2.8,353.9° ,-11.0964,-36.99605,1,1.0
971,971,2013-06-10,13:27:48,MONIQUE,0.006,00:00:01,3.8,4.0° ,-11.0964,-36.99605,1,1.0
972,972,2013-06-10,13:27:49,MONIQUE,0.007,00:00:01,4.0,0.0° ,-11.096383333333334,-36.99605,1,1.0
973,973,2013-06-10,13:27:50,MONIQUE,0.003,00:00:02,3.0,346.4° ,-11.096366666666666,-36.99605,1,1.0
974,974,2013-06-10,13:27:52,MONIQUE,0.001,00:00:02,3.0,15.7° ,-11.09635,-36.99605,1,1.0
975,975,2013-06-10,13:27:54,MONIQUE,0.002,00:00:05,3.4,8.7° ,-11.09635,-36.99605,1,1.0
976,976,2013-06-10,13:27:59,MONIQUE,0.002,00:00:01,3.6,351.1° ,-11.0963,-36.99605,1,1.0
977,977,2013-06-10,13:28:00,MONIQUE,0.006,00:00:02,1.9,18.0° ,-11.0963,-36.99605,1,1.0
978,978,2013-06-10,13:28:02,MONIQUE,0.002,00:00:01,3.8,22.7° ,-11.096283333333334,-36.99605,1,1.0
979,979,2013-06-10,13:28:03,MONIQUE,0.001,00:00:04,3.8,8.6° ,-11.096266666666667,-36.99605,1,1.0
980,980,2013-06-10,13:28:07,MONIQUE,0.003,00:00:04,3.0,356.9° ,-11.096233333333334,-36.99603333333334,1,1.0
981,981,2013-06-10,13:28:11,MONIQUE,0.001,00:00:11,3.3,12.3° ,-11.0962,-36.99603333333334,1,1.0
982,982,2013-06-10,13:28:22,MONIQUE,0.002,00:00:01,4.1,49.7° ,-11.096116666666667,-36.99601666666667,1,1.0
983,983,2013-06-10,13:28:23,MONIQUE,0.002,00:00:02,2.4,22.4° ,-11.096116666666667,-36.99601666666667,1,1.0
984,984,2013-06-10,13:28:25,MONIQUE,0.003,00:00:01,5.0,339.3° ,-11.0961,-36.996,1,1.0
985,985,2013-06-10,13:28:26,MONIQUE,0.005,00:00:01,5.0,358.3° ,-11.096083333333333,-36.99601666666667,1,1.0
986,986,2013-06-10,13:28:27,MONIQUE,0.004,00:00:01,3.4,28.7° ,-11.096083333333333,-36.99601666666667,1,1.0
987,987,2013-06-10,13:28:28,MONIQUE,0.002,00:00:01,3.5,42.9° ,-11.096066666666667,-36.996,1,1.0
988,988,2013-06-10,13:28:29,MONIQUE,0.001,00:00:06,3.5,40.4° ,-11.096066666666667,-36.996,1,1.0
989,989,2013-06-10,13:28:35,MONIQUE,0.001,00:00:07,3.5,33.6° ,-11.096033333333333,-36.99596666666667,1,1.0
990,990,2013-06-10,13:28:42,MONIQUE,0.001,00:00:02,5.0,19.0° ,-11.095983333333333,-36.99593333333333,1,1.0
991,991,2013-06-10,13:28:44,MONIQUE,0.001,00:00:01,3.6,9.4° ,-11.09595,-36.995916666666666,1,1.0
992,992,2013-06-10,13:28:45,MONIQUE,0.001,00:00:02,3.0,4.1° ,-11.09595,-36.995916666666666,1,1.0
993,993,2013-06-10,13:28:47,MONIQUE,0.002,00:00:02,2.9,39.1° ,-11.095933333333333,-36.995916666666666,1,1.0
994,994,2013-06-10,13:28:49,MONIQUE,0.001,00:00:07,3.3,25.5° ,-11.095916666666668,-36.995916666666666,1,1.0
995,995,2013-06-10,13:28:56,MONIQUE,0.006,00:00:03,2.7,48.8° ,-11.095866666666666,-36.99588333333333,1,1.0
996,996,2013-06-10,13:28:59,MONIQUE,0.002,00:00:01,5.0,43.3° ,-11.09585,-36.995866666666664,1,1.0
997,997,2013-06-10,13:29:00,MONIQUE,0.004,00:00:02,5.0,348.5° ,-11.09585,-36.995866666666664,1,1.0
998,998,2013-06-10,13:29:02,MONIQUE,0.001,00:00:01,3.9,335.6° ,-11.095816666666666,-36.995866666666664,1,1.0
999,999,2013-06-10,13:29:03,MONIQUE,0.001,00:00:02,3.3,13.1° ,-11.095816666666666,-36.995866666666664,1,1.0
1000,1000,2013-06-10,13:29:05,MONIQUE,0.002,00:00:02,3.2,41.1° ,-11.0958,-36.995866666666664,1,1.0
1001,1001,2013-06-10,13:29:07,MONIQUE,0.005,00:00:03,3.5,25.7° ,-11.095783333333333,-36.99585,1,1.0
1002,1002,2013-06-10,13:29:10,MONIQUE,0.001,00:00:06,3.2,7.8° ,-11.095766666666666,-36.99585,1,1.0
1003,1003,2013-06-10,13:29:16,MONIQUE,0.001,00:00:04,3.6,7.4° ,-11.095716666666666,-36.99583333333333,1,1.0
1004,1004,2013-06-10,13:29:20,MONIQUE,0.002,00:00:02,4.3,340.3° ,-11.095683333333334,-36.99583333333333,1,1.0
1005,1005,2013-06-10,13:29:22,MONIQUE,0.003,00:00:01,2.7,29.9° ,-11.09565,-36.99583333333333,1,1.0
1006,1006,2013-06-10,13:29:23,MONIQUE,0.001,00:00:01,4.0,67.6° ,-11.09565,-36.99583333333333,1,1.0
1007,1007,2013-06-10,13:29:24,MONIQUE,0.002,00:00:01,4.1,60.7° ,-11.09565,-36.99583333333333,1,1.0
1008,1008,2013-06-10,13:29:25,MONIQUE,0.001,00:00:01,3.5,9.7° ,-11.095633333333334,-36.99581666666667,1,1.0
1009,1009,2013-06-10,13:29:26,MONIQUE,0.002,00:00:01,5.0,325.7° ,-11.095633333333334,-36.99581666666667,1,1.0
1010,1010,2013-06-10,13:29:27,MONIQUE,0.003,00:00:03,2.9,339.7° ,-11.095616666666666,-36.99581666666667,1,1.0
1011,1011,2013-06-10,13:29:30,MONIQUE,0.001,00:00:01,3.5,24.4° ,-11.0956,-36.99583333333333,1,1.0
1012,1012,2013-06-10,13:29:31,MONIQUE,0.005,00:00:07,3.3,2.1° ,-11.0956,-36.99583333333333,1,1.0
1013,1013,2013-06-10,13:29:38,MONIQUE,0.001,00:00:03,2.7,8.6° ,-11.095533333333334,-36.99583333333333,1,1.0
1014,1014,2013-06-10,13:29:41,MONIQUE,0.003,00:00:03,5.0,358.7° ,-11.095516666666667,-36.99581666666667,1,1.0
1015,1015,2013-06-10,13:29:44,MONIQUE,0.004,00:00:02,2.5,1.9° ,-11.095483333333334,-36.99581666666667,1,1.0
1016,1016,2013-06-10,13:29:46,MONIQUE,0.001,00:00:01,2.5,4.5° ,-11.095466666666667,-36.99581666666667,1,1.0
1017,1017,2013-06-10,13:29:47,MONIQUE,0.002,00:00:02,2.7,350.9° ,-11.095466666666667,-36.99581666666667,1,1.0
1018,1018,2013-06-10,13:29:49,MONIQUE,0.001,00:00:05,3.6,7.3° ,-11.09545,-36.99583333333333,1,1.0
1019,1019,2013-06-10,13:29:54,MONIQUE,0.009,00:00:02,1.8,358.0° ,-11.0954,-36.99581666666667,1,1.0
1020,1020,2013-06-10,13:29:56,MONIQUE,0.001,00:00:01,2.8,355.3° ,-11.0954,-36.99581666666667,1,1.0
1021,1021,2013-06-10,13:29:57,MONIQUE,0.001,00:00:02,3.9,358.5° ,-11.095383333333332,-36.99581666666667,1,1.0
1022,1022,2013-06-10,13:29:59,MONIQUE,0.003,00:00:02,5.0,326.2° ,-11.095366666666667,-36.99581666666667,1,1.0
1023,1023,2013-06-10,13:30:01,MONIQUE,0.002,00:00:01,3.4,343.6° ,-11.09535,-36.99583333333333,1,1.0
1024,1024,2013-06-10,13:30:02,MONIQUE,0.002,00:00:03,2.4,37.8° ,-11.095333333333333,-36.99583333333333,1,1.0
1025,1025,2013-06-10,13:30:05,MONIQUE,0.002,00:00:01,4.3,339.8° ,-11.095333333333333,-36.99583333333333,1,1.0
1026,1026,2013-06-10,13:30:06,MONIQUE,0.002,00:00:01,7.0,320.8° ,-11.095316666666667,-36.99583333333333,1,1.0
1027,1027,2013-06-10,13:30:07,MONIQUE,0.002,00:00:03,3.2,345.3° ,-11.0953,-36.99583333333333,1,1.0
1028,1028,2013-06-10,13:30:10,MONIQUE,0.001,00:00:01,2.8,44.9° ,-11.095283333333333,-36.99585,1,1.0
1029,1029,2013-06-10,13:30:11,MONIQUE,0.003,00:00:05,3.5,356.2° ,-11.095266666666667,-36.99585,1,1.0
1030,1030,2013-06-10,13:30:16,MONIQUE,0.001,00:00:01,4.1,344.0° ,-11.095233333333333,-36.99585,1,1.0
1031,1031,2013-06-10,13:30:17,MONIQUE,0.003,00:00:03,3.1,331.9° ,-11.095216666666667,-36.99585,1,1.0
1032,1032,2013-06-10,13:30:20,MONIQUE,0.001,00:00:04,3.4,1.9° ,-11.0952,-36.995866666666664,1,1.0
1033,1033,2013-06-10,13:30:24,MONIQUE,0.001,00:00:01,4.3,302.4° ,-11.095166666666668,-36.99585,1,1.0
1034,1034,2013-06-10,13:30:25,MONIQUE,0.001,00:00:02,3.4,333.9° ,-11.095166666666668,-36.995866666666664,1,1.0
1035,1035,2013-06-10,13:30:27,MONIQUE,0.001,00:00:01,5.0,8.7° ,-11.09515,-36.99588333333333,1,1.0
1036,1036,2013-06-10,13:30:28,MONIQUE,0.003,00:00:09,3.4,350.4° ,-11.095133333333333,-36.995866666666664,1,1.0
1037,1037,2013-06-10,13:30:37,MONIQUE,0.002,00:00:01,2.5,323.5° ,-11.09505,-36.99588333333333,1,1.0
1038,1038,2013-06-10,13:30:38,MONIQUE,0.003,00:00:02,2.6,15.2° ,-11.09505,-36.99588333333333,1,1.0
1039,1039,2013-06-10,13:30:40,MONIQUE,0.004,00:00:03,3.4,4.7° ,-11.095033333333333,-36.99588333333333,1,1.0
1040,1040,2013-06-10,13:30:43,MONIQUE,0.004,00:00:02,4.2,326.5° ,-11.095016666666666,-36.99588333333333,1,1.0
1041,1041,2013-06-10,13:30:45,MONIQUE,0.001,00:00:02,2.9,7.6° ,-11.095,-36.9959,1,1.0
1042,1042,2013-06-10,13:30:47,MONIQUE,0.001,00:00:02,3.5,23.1° ,-11.094983333333333,-36.9959,1,1.0
1043,1043,2013-06-10,13:30:49,MONIQUE,0.003,00:00:02,3.6,346.7° ,-11.094966666666666,-36.99588333333333,1,1.0
1044,1044,2013-06-10,13:30:51,MONIQUE,0.003,00:00:03,2.7,342.6° ,-11.09495,-36.99588333333333,1,1.0
1045,1045,2013-06-10,13:30:54,MONIQUE,0.003,00:00:02,2.6,11.3° ,-11.094933333333334,-36.9959,1,1.0
1046,1046,2013-06-10,13:30:56,MONIQUE,0.001,00:00:03,4.1,348.7° ,-11.094916666666666,-36.9959,1,1.0
1047,1047,2013-06-10,13:30:59,MONIQUE,0.004,00:00:01,3.5,34.5° ,-11.094883333333334,-36.9959,1,1.0
1048,1048,2013-06-10,13:31:00,MONIQUE,0.002,00:00:03,3.8,345.8° ,-11.094883333333334,-36.9959,1,1.0
1049,1049,2013-06-10,13:31:03,MONIQUE,0.002,00:00:01,5.0,331.3° ,-11.09485,-36.9959,1,1.0
1050,1050,2013-06-10,13:31:04,MONIQUE,0.001,00:00:01,3.6,346.3° ,-11.09485,-36.995916666666666,1,1.0
1051,1051,2013-06-10,13:31:05,MONIQUE,0.006,00:00:01,3.1,27.5° ,-11.094833333333334,-36.995916666666666,1,1.0
1052,1052,2013-06-10,13:31:06,MONIQUE,0.002,00:00:01,2.4,35.4° ,-11.094833333333334,-36.9959,1,1.0
1053,1053,2013-06-10,13:31:07,MONIQUE,0.001,00:00:03,3.1,343.6° ,-11.094816666666667,-36.9959,1,1.0
1054,1054,2013-06-10,13:31:10,MONIQUE,0.003,00:00:02,3.4,6.7° ,-11.0948,-36.995916666666666,1,1.0
1055,1055,2013-06-10,13:31:12,MONIQUE,0.001,00:00:03,3.1,355.6° ,-11.094783333333334,-36.995916666666666,1,1.0
1056,1056,2013-06-10,13:31:15,MONIQUE,0.001,00:00:04,3.3,357.9° ,-11.094766666666667,-36.995916666666666,1,1.0
1057,1057,2013-06-10,13:31:19,MONIQUE,0.005,00:00:04,3.2,7.3° ,-11.094733333333334,-36.995916666666666,1,1.0
1058,1058,2013-06-10,13:31:23,MONIQUE,0.003,00:00:01,3.9,328.2° ,-11.0947,-36.9959,1,1.0
1059,1059,2013-06-10,13:31:24,MONIQUE,0.001,00:00:01,3.7,339.6° ,-11.094683333333334,-36.995916666666666,1,1.0
1060,1060,2013-06-10,13:31:25,MONIQUE,0.001,00:00:03,3.8,356.0° ,-11.094683333333334,-36.995916666666666,1,1.0
1061,1061,2013-06-10,13:31:28,MONIQUE,0.006,00:00:04,2.9,1.8° ,-11.09465,-36.995916666666666,1,1.0
1062,1062,2013-06-10,13:31:32,MONIQUE,0.003,00:00:03,3.9,338.4° ,-11.094616666666667,-36.995916666666666,1,1.0
1063,1063,2013-06-10,13:31:35,MONIQUE,0.005,00:00:01,3.6,5.3° ,-11.0946,-36.99593333333333,1,1.0
1064,1064,2013-06-10,13:31:36,MONIQUE,0.001,00:00:04,3.4,1.7° ,-11.094583333333333,-36.99593333333333,1,1.0
1065,1065,2013-06-10,13:31:40,MONIQUE,0.002,00:00:03,2.7,357.5° ,-11.09455,-36.99593333333333,1,1.0
1066,1066,2013-06-10,13:31:43,MONIQUE,0.001,00:00:02,2.8,315.3° ,-11.094533333333333,-36.99593333333333,1,1.0
1067,1067,2013-06-10,13:31:45,MONIQUE,0.003,00:00:01,3.9,341.6° ,-11.094516666666667,-36.99593333333333,1,1.0
1068,1068,2013-06-10,13:31:46,MONIQUE,0.002,00:00:06,3.6,356.6° ,-11.094516666666667,-36.99593333333333,1,1.0
1069,1069,2013-06-10,13:31:52,MONIQUE,0.003,00:00:02,3.3,338.8° ,-11.09445,-36.99595,1,1.0
1070,1070,2013-06-10,13:31:54,MONIQUE,0.001,00:00:01,4.3,330.3° ,-11.09445,-36.99595,1,1.0
1071,1071,2013-06-10,13:31:55,MONIQUE,0.0,00:00:03,4.1,356.9° ,-11.094433333333333,-36.99595,1,1.0
1072,1072,2013-06-10,13:31:58,MONIQUE,0.0,00:00:01,2.4,340.2° ,-11.0944,-36.99595,1,1.0
1073,1073,2013-06-10,13:31:59,MONIQUE,0.002,00:00:02,2.7,339.3° ,-11.0944,-36.99596666666667,1,1.0
1074,1074,2013-06-10,13:32:01,MONIQUE,0.001,00:00:04,4.1,346.0° ,-11.094383333333333,-36.99596666666667,1,1.0
1075,1075,2013-06-10,13:32:05,MONIQUE,0.002,00:00:02,5.0,0.6° ,-11.09435,-36.99596666666667,1,1.0
1076,1076,2013-06-10,13:32:07,MONIQUE,0.002,00:00:02,2.2,7.3° ,-11.094316666666666,-36.99596666666667,1,1.0
1077,1077,2013-06-10,13:32:09,MONIQUE,0.001,00:00:02,2.6,341.8° ,-11.094316666666666,-36.99596666666667,1,1.0
1078,1078,2013-06-10,13:32:11,MONIQUE,0.002,00:00:06,3.7,1.2° ,-11.0943,-36.995983333333335,1,1.0
1079,1079,2013-06-10,13:32:17,MONIQUE,0.003,00:00:03,3.1,359.4° ,-11.09425,-36.99596666666667,1,1.0
1080,1080,2013-06-10,13:32:20,MONIQUE,0.002,00:00:06,3.2,357.7° ,-11.094216666666666,-36.99596666666667,1,1.0
1081,1081,2013-06-10,13:32:26,MONIQUE,0.001,00:00:01,3.5,9.1° ,-11.094166666666666,-36.995983333333335,1,1.0
1082,1082,2013-06-10,13:32:27,MONIQUE,0.001,00:00:02,4.0,1.4° ,-11.094166666666666,-36.995983333333335,1,1.0
1083,1083,2013-06-10,13:32:29,MONIQUE,0.001,00:00:01,3.6,345.2° ,-11.09415,-36.99596666666667,1,1.0
1084,1084,2013-06-10,13:32:30,MONIQUE,0.001,00:00:04,2.9,3.9° ,-11.094133333333334,-36.995983333333335,1,1.0
1085,1085,2013-06-10,13:32:34,MONIQUE,0.001,00:00:01,6.0,333.5° ,-11.0941,-36.995983333333335,1,1.0
1086,1086,2013-06-10,13:32:35,MONIQUE,0.004,00:00:02,5.0,340.9° ,-11.0941,-36.995983333333335,1,1.0
1087,1087,2013-06-10,13:32:37,MONIQUE,0.002,00:00:01,2.1,29.4° ,-11.094066666666667,-36.995983333333335,1,1.0
1088,1088,2013-06-10,13:32:38,MONIQUE,0.005,00:00:01,1.6,75.1° ,-11.094066666666667,-36.995983333333335,1,1.0
1089,1089,2013-06-10,13:32:39,MONIQUE,0.001,00:00:01,1.7,47.6° ,-11.094066666666667,-36.995983333333335,1,1.0
1090,1090,2013-06-10,13:32:40,MONIQUE,0.002,00:00:02,3.1,328.8° ,-11.094066666666667,-36.995983333333335,1,1.0
1091,1091,2013-06-10,13:32:42,MONIQUE,0.001,00:00:01,5.0,326.6° ,-11.09405,-36.995983333333335,1,1.0
1092,1092,2013-06-10,13:32:43,MONIQUE,0.006,00:00:01,6.0,326.3° ,-11.094033333333334,-36.996,1,1.0
1093,1093,2013-06-10,13:32:44,MONIQUE,0.001,00:00:02,3.2,357.7° ,-11.094033333333334,-36.996,1,1.0
1094,1094,2013-06-10,13:32:46,MONIQUE,0.003,00:00:02,1.8,36.8° ,-11.094016666666667,-36.996,1,1.0
1095,1095,2013-06-10,13:32:48,MONIQUE,0.004,00:00:02,3.3,340.9° ,-11.094,-36.996,1,1.0
1096,1096,2013-06-10,13:32:50,MONIQUE,0.003,00:00:02,6.0,331.0° ,-11.093983333333334,-36.996,1,1.0
1097,1097,2013-06-10,13:32:52,MONIQUE,0.002,00:00:02,2.9,324.3° ,-11.093966666666667,-36.99601666666667,1,1.0
1098,1098,2013-06-10,13:32:54,MONIQUE,0.003,00:00:01,2.0,6.5° ,-11.09395,-36.99603333333334,1,1.0
1099,1099,2013-06-10,13:32:55,MONIQUE,0.001,00:00:01,3.3,352.4° ,-11.09395,-36.99603333333334,1,1.0
1100,1100,2013-06-10,13:32:56,MONIQUE,0.001,00:00:01,5.0,339.3° ,-11.093933333333334,-36.99603333333334,1,1.0
1101,1101,2013-06-10,13:32:57,MONIQUE,0.001,00:00:01,4.2,334.7° ,-11.093933333333334,-36.99603333333334,1,1.0
1102,1102,2013-06-10,13:32:58,MONIQUE,0.001,00:00:01,2.7,351.5° ,-11.093916666666667,-36.99603333333334,1,1.0
1103,1103,2013-06-10,13:32:59,MONIQUE,0.001,00:00:04,3.3,340.5° ,-11.093916666666667,-36.99603333333334,1,1.0
1104,1104,2013-06-10,13:33:03,MONIQUE,0.001,00:00:03,3.0,344.7° ,-11.093883333333334,-36.99605,1,1.0
1105,1105,2013-06-10,13:33:06,MONIQUE,0.001,00:00:04,4.2,337.9° ,-11.09385,-36.99605,1,1.0
1106,1106,2013-06-10,13:33:10,MONIQUE,0.003,00:00:01,3.8,357.5° ,-11.093816666666667,-36.996066666666664,1,1.0
1107,1107,2013-06-10,13:33:11,MONIQUE,0.002,00:00:03,2.6,331.4° ,-11.0938,-36.996066666666664,1,1.0
1108,1108,2013-06-10,13:33:14,MONIQUE,0.001,00:00:01,5.0,1.6° ,-11.093783333333333,-36.99608333333333,1,1.0
1109,1109,2013-06-10,13:33:15,MONIQUE,0.002,00:00:07,3.2,347.0° ,-11.093783333333333,-36.99608333333333,1,1.0
1110,1110,2013-06-10,13:33:22,MONIQUE,0.003,00:00:01,3.2,306.3° ,-11.093716666666667,-36.9961,1,1.0
1111,1111,2013-06-10,13:33:23,MONIQUE,0.001,00:00:02,5.0,330.8° ,-11.093716666666667,-36.9961,1,1.0
1112,1112,2013-06-10,13:33:25,MONIQUE,0.002,00:00:04,3.2,343.2° ,-11.0937,-36.996116666666666,1,1.0
1113,1113,2013-06-10,13:33:29,MONIQUE,0.001,00:00:03,3.0,2.3° ,-11.093666666666667,-36.996116666666666,1,1.0
1114,1114,2013-06-10,13:33:32,MONIQUE,0.002,00:00:02,4.3,312.0° ,-11.09365,-36.996116666666666,1,1.0
1115,1115,2013-06-10,13:33:34,MONIQUE,0.01,00:00:03,4.2,337.0° ,-11.093633333333333,-36.99613333333333,1,1.0
1116,1116,2013-06-10,13:33:37,MONIQUE,0.002,00:00:01,3.3,35.4° ,-11.0936,-36.99615,1,1.0
1117,1117,2013-06-10,13:33:38,MONIQUE,0.003,00:00:01,2.3,29.5° ,-11.0936,-36.99615,1,1.0
1118,1118,2013-06-10,13:33:39,MONIQUE,0.002,00:00:01,2.5,327.8° ,-11.093583333333333,-36.99615,1,1.0
1119,1119,2013-06-10,13:33:40,MONIQUE,0.001,00:00:01,5.0,314.4° ,-11.093583333333333,-36.99615,1,1.0
1120,1120,2013-06-10,13:33:41,MONIQUE,0.003,00:00:01,3.6,329.0° ,-11.093583333333333,-36.99615,1,1.0
1121,1121,2013-06-10,13:33:42,MONIQUE,0.003,00:00:01,3.3,357.1° ,-11.093566666666666,-36.99616666666667,1,1.0
1122,1122,2013-06-10,13:33:43,MONIQUE,0.001,00:00:01,4.5,353.3° ,-11.093566666666666,-36.99616666666667,1,1.0
1123,1123,2013-06-10,13:33:44,MONIQUE,0.004,00:00:04,2.8,349.6° ,-11.09355,-36.99616666666667,1,1.0
1124,1124,2013-06-10,13:33:48,MONIQUE,0.001,00:00:02,4.2,352.5° ,-11.093516666666666,-36.99616666666667,1,1.0
1125,1125,2013-06-10,13:33:50,MONIQUE,0.002,00:00:01,3.9,358.1° ,-11.0935,-36.99616666666667,1,1.0
1126,1126,2013-06-10,13:33:51,MONIQUE,0.005,00:00:02,3.3,356.5° ,-11.0935,-36.99616666666667,1,1.0
1127,1127,2013-06-10,13:33:53,MONIQUE,0.003,00:00:02,5.0,348.8° ,-11.093483333333333,-36.99616666666667,1,1.0
1128,1128,2013-06-10,13:33:55,MONIQUE,0.004,00:00:01,5.0,353.6° ,-11.09345,-36.99616666666667,1,1.0
1129,1129,2013-06-10,13:33:56,MONIQUE,0.003,00:00:03,2.5,8.3° ,-11.09345,-36.996183333333335,1,1.0
1130,1130,2013-06-10,13:33:59,MONIQUE,0.001,00:00:01,2.4,337.7° ,-11.093416666666666,-36.99616666666667,1,1.0
1131,1131,2013-06-10,13:34:00,MONIQUE,0.001,00:00:02,3.9,350.6° ,-11.093416666666666,-36.996183333333335,1,1.0
1132,1132,2013-06-10,13:34:02,MONIQUE,0.004,00:00:11,3.2,354.3° ,-11.0934,-36.996183333333335,1,1.0
1133,1133,2013-06-10,13:34:13,MONIQUE,0.004,00:00:02,3.7,345.7° ,-11.093316666666666,-36.996183333333335,1,1.0
1134,1134,2013-06-10,13:34:15,MONIQUE,0.001,00:00:03,3.3,6.6° ,-11.0933,-36.9962,1,1.0
1135,1135,2013-06-10,13:34:18,MONIQUE,0.002,00:00:02,3.5,346.1° ,-11.093266666666667,-36.996183333333335,1,1.0
1136,1136,2013-06-10,13:34:20,MONIQUE,0.001,00:00:01,4.3,341.5° ,-11.09325,-36.9962,1,1.0
1137,1137,2013-06-10,13:34:21,MONIQUE,0.001,00:00:03,3.4,12.3° ,-11.09325,-36.9962,1,1.0
1138,1138,2013-06-10,13:34:24,MONIQUE,0.001,00:00:03,3.1,346.3° ,-11.093216666666667,-36.996183333333335,1,1.0
1139,1139,2013-06-10,13:34:27,MONIQUE,0.003,00:00:01,3.8,349.0° ,-11.0932,-36.9962,1,1.0
1140,1140,2013-06-10,13:34:28,MONIQUE,0.001,00:00:05,3.2,358.4° ,-11.093183333333334,-36.9962,1,1.0
1141,1141,2013-06-10,13:34:33,MONIQUE,0.007,00:00:01,2.4,33.6° ,-11.09315,-36.9962,1,1.0
1142,1142,2013-06-10,13:34:34,MONIQUE,0.002,00:00:02,3.2,331.5° ,-11.093133333333334,-36.9962,1,1.0
1143,1143,2013-06-10,13:34:36,MONIQUE,0.001,00:00:05,3.9,357.0° ,-11.093133333333334,-36.9962,1,1.0
1144,1144,2013-06-10,13:34:41,MONIQUE,0.004,00:00:05,2.4,10.6° ,-11.093083333333333,-36.9962,1,1.0
1145,1145,2013-06-10,13:34:46,MONIQUE,0.005,00:00:03,4.3,352.3° ,-11.09305,-36.9962,1,1.0
1146,1146,2013-06-10,13:34:49,MONIQUE,0.003,00:00:03,3.5,23.2° ,-11.093016666666667,-36.9962,1,1.0
1147,1147,2013-06-10,13:34:52,MONIQUE,0.001,00:00:01,3.9,359.0° ,-11.093,-36.9962,1,1.0
1148,1148,2013-06-10,13:34:53,MONIQUE,0.016,00:00:01,4.3,346.3° ,-11.092983333333333,-36.9962,1,1.0
1149,1149,2013-06-10,13:34:54,MONIQUE,0.002,00:00:04,3.2,12.1° ,-11.092966666666667,-36.9962,1,1.0
1150,1150,2013-06-10,13:34:58,MONIQUE,0.007,00:00:04,3.4,4.0° ,-11.092933333333333,-36.996183333333335,1,1.0
1151,1151,2013-06-10,13:35:02,MONIQUE,0.0,00:00:01,2.9,303.6° ,-11.0929,-36.996183333333335,1,1.0
1152,1152,2013-06-10,13:35:03,MONIQUE,0.0,00:00:02,3.0,13.2° ,-11.0929,-36.9962,1,1.0
1153,1153,2013-06-10,13:35:05,MONIQUE,0.001,00:00:01,4.3,12.1° ,-11.092883333333333,-36.996183333333335,1,1.0
1154,1154,2013-06-10,13:35:06,MONIQUE,0.001,00:00:01,4.0,353.4° ,-11.092883333333333,-36.996183333333335,1,1.0
1155,1155,2013-06-10,13:35:07,MONIQUE,0.003,00:00:01,3.7,358.0° ,-11.092866666666668,-36.996183333333335,1,1.0
1156,1156,2013-06-10,13:35:08,MONIQUE,0.007,00:00:03,3.3,357.3° ,-11.092866666666668,-36.996183333333335,1,1.0
1157,1157,2013-06-10,13:35:11,MONIQUE,0.001,00:00:01,2.4,29.4° ,-11.092833333333333,-36.9962,1,1.0
1158,1158,2013-06-10,13:35:12,MONIQUE,0.002,00:00:07,3.5,355.2° ,-11.092833333333333,-36.996183333333335,1,1.0
1159,1159,2013-06-10,13:35:19,MONIQUE,0.005,00:00:02,3.0,352.8° ,-11.092766666666666,-36.9962,1,1.0
1160,1160,2013-06-10,13:35:21,MONIQUE,0.001,00:00:01,4.0,329.6° ,-11.09275,-36.9962,1,1.0
1161,1161,2013-06-10,13:35:22,MONIQUE,0.001,00:00:04,3.5,350.4° ,-11.09275,-36.9962,1,1.0
1162,1162,2013-06-10,13:35:26,MONIQUE,0.001,00:00:05,3.6,358.0° ,-11.092716666666666,-36.9962,1,1.0
1163,1163,2013-06-10,13:35:31,MONIQUE,0.001,00:00:03,3.6,347.6° ,-11.092666666666666,-36.99621666666667,1,1.0
1164,1164,2013-06-10,13:35:34,MONIQUE,0.001,00:00:01,2.0,333.0° ,-11.092633333333334,-36.99621666666667,1,1.0
1165,1165,2013-06-10,13:35:35,MONIQUE,0.003,00:00:18,3.3,347.4° ,-11.092633333333334,-36.99621666666667,1,1.0
1166,1166,2013-06-10,13:35:53,MONIQUE,0.001,00:00:02,3.5,347.2° ,-11.092483333333334,-36.99625,1,1.0
